,DATAFLOW,MEASURE,Measure,SECTOR,Sector of Ownership,WORK_TYPE,Type of work,BUILDING_TYPE,Type of building,REGION_TYPE,Region Type,REGION,Region,FREQ,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,UNIT_MEASURE,Unit of Measure,UNIT_MULT,Unit of Multiplier,OBS_STATUS,Observation Status,OBS_COMMENT,Observation Comment
1800,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),10750,Blacktown (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1801,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),10800,Bland (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1802,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),10850,Blayney (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1803,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),10900,Blue Mountains (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1804,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),10950,Bogan (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1805,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),11150,Bourke (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1806,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),11200,Brewarrina (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1807,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),11250,Broken Hill (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1808,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),11300,Burwood (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1809,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),11350,Byron (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1810,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),11400,Cabonne (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1811,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),11450,Camden (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1812,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),11500,Campbelltown (C) (NSW),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1813,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),11520,Canada Bay (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1814,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),11570,Canterbury-Bankstown (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1815,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),11600,Carrathool (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1816,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),11650,Central Coast (C) (NSW),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1817,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),11700,Central Darling (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1818,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),11720,Cessnock (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1819,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),11730,Clarence Valley (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1820,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),11750,Cobar (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1821,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),11800,Coffs Harbour (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1822,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),12000,Coolamon (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1823,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),12150,Coonamble (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1824,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),12160,Cootamundra-Gundagai Regional (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1825,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),12350,Cowra (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1826,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),12380,Cumberland (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1827,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),12390,Dubbo Regional (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1828,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),12700,Dungog (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1829,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),12730,Edward River (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1830,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),12750,Eurobodalla (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1831,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),12850,Fairfield (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1832,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),12870,Federation (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1833,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),12900,Forbes (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1834,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),12930,Georges River (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
1835,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),12950,Gilgandra (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6870,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),13010,Glen Innes Severn (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6871,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),13310,Goulburn Mulwaree (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6872,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),13340,Greater Hume Shire (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6873,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),13450,Griffith (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6874,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),13550,Gunnedah (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6875,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),13660,Gwydir (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6876,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),13800,Hawkesbury (C),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6877,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),13850,Hay (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6878,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),13910,Hilltops (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
6879,ABS:BA_LGA2021(1.0.0),1,Total number of dwelling units,1,Private Sector,TOT,Total Work,210,Retail and wholesale trade buildings,LGA2021,Local Government Areas (2021),14000,Hornsby (A),M,Monthly,Sep-2021,2021-09,,NUM,Number,0,Units,n,"not available for publication but included in totals where applicable, unless otherwise indicated",,
